gold_score,hyp,ref,METEOR,BLEU,NIST,WACC
0.0,"„Heute gibt es weder Bedenken noch Engpässe bei der Versorgung mit Impfstoffen, und der Boden ist bereit für die dritte und vierte Impfdosis“, fügte Mokhber hinzu.","„Heute bestehen weder Bedenken noch Knappheit bei der Impfstoffversorgung, und der Boden ist vorbereitet für Impfungen mit der dritten und vierten Dosis“, fügte Mokhber hinzu.",0.6475391928642997,0.6153846383094788,3.0927347582689215,0.48000001907348633
-1.0,"Ich verstehe, darf ich Ihre eReader-Softwareversion haben?","Ich verstehe, bitte nennen Sie mir die Software-Version Ihres Lesegeräts",0.29224537037037035,0.18612544238567352,0.9730810182559247,0.19999998807907104
-1.0,So finden Sie die Softwareversion Ihres eReaders:,So finden Sie die Software-Version Ihres Lesegeräts:,0.703125,0.7142857313156128,2.25,0.7142857015132904
0.0,1) Gehen Sie zu Ihrem Startbildschirm.,1) Gehen Sie zur Startseite.,0.6816901408450705,0.5,1.7545968262860026,0.3999999761581421
-1.0,2)Tippen Sie auf das Mehr-Symbol unten rechts auf dem Bildschirm.,2) Tippen Sie unten rechts im Bildschirm auf das Symbol „Mehr“.,0.6027027027027027,0.4524186849594116,2.75671394854317,0.09090906381607056
0.0,3)Tippen Sie auf Einstellungen.,3) Tippen Sie auf „Einstellungen“.,0.7641465677179964,0.3894003927707672,2.4288523562456006,0.3999999761581421
0.0,4) Tippen Sie auf Geräteinformationen.,4) Tippen Sie auf „Geräteinformationen“.,0.7641465677179964,0.800000011920929,2.4288523562456006,0.7999999970197678
0.0,5)Neben „Software-Version“ sehen Sie die Versionsnummer Ihres eReaders.,5) Neben „Software-Version“ wird die Versionsnummer des Lesegeräts angezeigt.,0.6794871794871795,0.33093634247779846,2.5618428817899863,0.2222222089767456
0.0,"Guten Tag, danke, dass Sie sich heute mit uns in Verbindung gesetzt haben. Sie sind mit #NAME# verbunden.","Guten Tag, vielen Dank dass Sie sich heute mit uns in Verbindung gesetzt haben, Sie sprechen mit #NAME#.",0.8855769230769229,0.7222222089767456,3.4230087284395063,0.6666666567325592
0.0,"Könnten Sie bitte die Bestellnummer, den Namen auf dem Konto, die E-Mail-Adresse und die Lieferadresse bestätigen?","Könnten Sie bitte die Bestellnummer, den Namen für das Konto, die E-Mail-Adresse und die Lieferadresse bestätigen?",0.8940083773447459,0.875,3.4452568540198674,0.875
0.0,"Deluxe manuelle/batteriebetriebene Penispumpe mit Vakuumerektion, hergestellt von VVI Ltd England, ermöglicht es Ihnen, Ihre erektile Dysfunktion, allgemein bekannt als ED, in den Griff zu bekommen.","Deluxe Vakuum-Erektions-Penispumpe mit Hand-/Batteriebetrieb, hergestellt von VVI Ltd England, als Lösung für Ihre erektile Dysfunktion, üblicherweise als ED bezeichnet.",0.5719062244858286,0.4399999976158142,2.2470481123101544,0.2631579041481018
0.0,"Erektile Dysfunktion kann emotional und finanziell anstrengend sein, weshalb Encore eine der günstigsten Penispumpen auf dem Markt anbietet.","Erektile Dysfunktion kann emotional und finanziell belastend sein, weshalb Encore eine der preisgünstigsten Penispumpen auf dem Markt anbietet.",0.8979166666666667,0.8888888955116272,3.889735285398627,0.8888888880610466
0.0,"Diese Vakuumpumpe mit mehreren Stromversorgungen hat einen speziellen Griff, der in den Pumpenkopf integriert ist und dem Benutzer eine hervorragende Kontrolle über den Pump- und Saugvorgang gibt.","Diese Vakuumpumpe mit Mehrfachbetrieb hat einen speziellen, in den Pumpenkopf integrierten Griff, der dem Benutzer eine exzellente Kontrolle über den Pump- und Saugvorgang gibt.",0.8444148936170212,0.7407407164573669,3.7458839376460817,0.625
0.0,"Es hat sich gezeigt, dass die Vakuumtherapie die erektile Dysfunktion bei über 95% der Männer ohne größere Nebenwirkungen oder Medikamente wirksam behandelt.",Die Vakuumtherapie hat sich als eine wirksame Behandlung der erektilen Dysfunktion bei mehr als 95 % aller Männer ohne wesentliche Nebenwirkungen oder Medikamentenbedarf erwiesen.,0.5111111111111111,0.41504576802253723,2.4148052186828566,0.2916666865348816
0.0,"Der Pumpenkopf und Zylinder sind beide durch eine lebenslange Herstellergarantie abgedeckt, was bedeutet, dass Encore jedes Teil im Falle eines Bruchs oder einer Fehlfunktion ersetzt.","Sowohl der Pumpenkopf als auch der Zylinder sind von einer lebenslangen Herstellergarantie gedeckt, was bedeutet, dass Encore das betreffende Teil bei Bruch oder Fehlfunktion ersetzt.",0.6026785714285715,0.5199999809265137,2.6756313840329162,0.3199999928474426
0.0,Nach ein wenig Übung wird die Vakuumtherapie mit diesem System einfach und komfortabel.,Nach etwas Übung wird die Vakuumtherapie mit diesem System einfach und komfortabel.,0.9139100932994064,0.8461538553237915,3.171805472692364,0.8333333283662796
0.0,"Darüber hinaus enthält VVI mehrere zusätzliche Elemente in diesem Kit, die den Prozess schnell und benutzerfreundlich machen.","Zudem bietet VVI in diesem Kit mehrere Zusatzartikel an, die den Prozess schnell und benutzerfreundlich machen.",0.7644604803247267,0.6470588445663452,3.072576316852229,0.4375
0.0,"Der im Kit enthaltene patentierte Ringauswerfer, Ladekonus und Schmiermittel helfen beim Anlegen der Spannbänder nach dem Pumpen.","Der patentierte Ringauswerfer, der Ladekegel und das Gleitmittel, die im Kit enthalten sind, helfen beim Anlegen der Spannungsbänder nach dem Pumpen.",0.6282818903688525,0.6043764352798462,2.5697207732206904,0.3809523582458496
0.0,"Spannbänder, auch Penisringe genannt, helfen, die mit der Pumpe erreichte Erektion aufrecht zu erhalten.","Spannungsbänder, auch als Penisringe bekannt, helfen dabei, die Erektion aufrecht zu erhalten, nachdem sie mit der Pumpe erzielt wurde.",0.5460588793922128,0.44978952407836914,2.460197295640905,0.15789473056793213
0.0,"Dieses Set enthält eine Auswahl an Spannbändern in den gängigsten Größen, um dem Benutzer zu helfen, die effektivste Spannstufe zu finden.","Im Kit ist eine Reihe von Spannungsbändern in den beliebtesten Größen enthalten, um die Benutzer beim Finden der wirksamsten Spannungsstärke zu unterstützen.",0.2861570247933884,0.31783226132392883,1.9104010419671484,0.27272725105285645
0.0,"Um das Ganze abzurunden, passt das gesamte Set in eine elegante und diskrete Tragetasche, die praktisch überall verstaut werden kann.","Als krönender Abschluss passt das ganze Kit in eine schlanke und diskrete Tragetasche, die praktisch überall verstaut werden kann.",0.7488207547169811,0.6499999761581421,2.86455484094267,0.6315789520740509
0.0,"VVI Medical versteht, dass viele Menschen ihr Sexualleben privat halten möchten, weshalb wir beim Versand dieses Produkts äußerste Diskretion walten lassen.","VVI Medical hat Verständnis dafür, dass viele Menschen ihr Sexualleben als Privatsache betrachten, weshalb wir beim Versand dieses Produkts mit höchster Diskretion verfahren.",0.6505324427992811,0.60610431432724,3.1596325779629275,0.5652174055576324
0.0,Sie erhalten Ihre Lieferung der manuellen/batteriebetriebenen Penispumpe Encore Deluxe in einer einfachen Schachtel.,Sie erhalten Ihre Lieferung der Encore Deluxe Vakuum-Erektions-Penispumpe mit Hand-/Batteriebetrieb in einem unbeschrifteten Karton.,0.5266853932584269,0.5698221921920776,2.4581378811674863,0.4285714030265808
0.0,Für den Kauf dieser Pumpe ist kein Rezept erforderlich.,Für den Kauf dieser Pumpe ist keine Verschreibung erforderlich.,0.8950617283950617,0.7777777910232544,2.6575424759098896,0.7777777761220932
0.0,Shiba Inu verpasst?,Shiba Inu verpasst?,0.9921875,1.0,2.0,1.0
0.0,"EverGrow könnte die nächste große Krypto sein, die 2022 explodiert","EverGrow könnte die nächste große Kryptowährung sein, die 2022 explodiert",0.9054545454545455,0.8999999761581421,2.963119653306634,0.8999999985098839
-1.0,"Shiba Inu ist die neueste Meme-Krypto, die viral wird, und obwohl sie fast 60 % unter dem Allzeithoch liegt, liegt die Marktkapitalisierung immer noch bei atemberaubenden 20 Milliarden US-Dollar, was sie nach Bewertung zur zwölftgrößten Krypto der Welt macht.","Shiba Inu ist die neueste Meme-Kryptowährung, die viral geworden ist, und trotz des Rückgangs um fast 60% seit dem Allzeithoch steht die Marktkapitalisierung immer noch bei unglaublichen 20 Milliarden $, damit handelt es sich um die 12-größte Kryptowährung der Welt nach Bewertung.",0.5006311803071742,0.4985944330692291,3.1482574909880525,0.4285714030265808
0.0,Eine Investition von 100 $ beim Start wäre heute über 2 Millionen $ wert!,Eine Investition von $100 bei Ausgabe wäre heute über $2 Millionen wert!,0.7990138067061144,0.5714285969734192,3.2526385161940485,0.5
0.0,"Viele ärgern sich zweifellos, weil sie solche Gewinne verpasst haben, aber die Realität ist, dass eine Wette auf Shiba Inu ein reines Glücksspiel war.","Zweifellos ärgern sich viele, derartige Gewinne verpasst zu haben, aber die Wahrheit ist, dass ein Einsatz bei Shiba Inu ein reines Glücksspiel war.",0.7922905675337744,0.625,3.0209991085336587,0.5652174055576324
-3.0,"Shibas Run war eine Kombination aus sehr klugem Marketing und einer ganzen Menge Hype, der Scharen von Investoren dazu veranlasste, sich mit FOMO (Angst vor dem Verpassen) in die Meme-Münze zu stürzen.","Der Verlauf von Shiba war eine Kombination aus sehr klugem Marketing und einem Riesen-Hype, der unzählige Anleger voller Angst, etwas zu verpassen, dazu trieb, sich auf die Meme-Währung zu stürzen.",0.5537195938981653,0.46875,2.4988210087014693,0.2666666507720947
0.0,"Sogar der Name selbst, der eine Hommage an die von Elon Musk unterstützte Dogecoin war, war Teil des Designs.","Selbst der Name, eine Anspielung auf die von Elon Musk gestützte Dogecoin, war Teil des Designs.",0.7772020725388602,0.5263158082962036,2.8054051228024446,0.4375
-1.0,"In Wirklichkeit bietet Shiba Inu keinen greifbaren Nutzen oder Wert, mit scheinbar geringem Aufwand in der Zukunft.","In Wahrheit bietet Shiba Inu keinen greifbaren Nutzen oder Wert und scheint sich auch kaum zu bemühen, dies künftig zu ändern.",0.4750237694726834,0.37192395329475403,2.245339679831463,0.3809523582458496
0.0,"In der Ethereum-Blockchain hätte es viele Möglichkeiten zur Entwicklung gegeben, wenn das Team hinter Shiba Inu dazu motiviert gewesen wäre.","Im Zusammenhang mit der Ethereum-Blockchain hätte es eine Menge Entwicklungschancen gegeben, hätte das Team hinter Shiba Inu sich bemüßigt gefühlt, sie zu ergreifen.",0.42222764756944436,0.4303539991378784,2.198461179992171,0.3913043737411499
0.0,"Es gibt jedoch mehrere Kryptowährungen, die daran arbeiten, sich von der Masse abzuheben und ihre Popularität mit echtem Nutzen und fundamentalem Wert zu untermauern.","Es gibt aber mehrere Kryptowährungen, die sehr wohl daran arbeiten, sich von der Menge abzuheben und ihre Beliebtheit mit echtem Nutzen und grundlegendem Wert zu untermauern.",0.7915222642302038,0.7667036056518555,3.9051449559636953,0.7692307680845261
0.0,"Erst vor 10 Wochen wurde EverGrow Coin ($EGC) von einem Team erfahrener Finanz-, Blockchain- und Marketingexperten ins Leben gerufen.","Es ist erst 10 Wochen her, dass EverGrow Coin ($EGC) von einem Team erfahrener Finanz-, Blockchain- und Marketing-Experten herausgegeben wurde.",0.7502977210068681,0.599197506904602,3.5005784259689485,0.550000011920929
0.0,"Ein bahnbrechendes Element ihres Projekts ist die Tatsache, dass der Token den Inhabern eine stabile Währung zahlt.","Ein bahnbrechendes Element ihres Projekts ist der Umstand, dass der Token den Besitzern eine stabile Währung zahlt.",0.839329769736842,0.8235294222831726,3.5245705376367034,0.8235294073820114
0.0,"In der kurzen Zeit seit dem Start haben Inhaber von EverGrow Coin über 30 Millionen Dollar an binärgebundenen USD-Belohnungen erhalten – eine stabile, regulierte Währung, die 1:1 an den USD gekoppelt ist.","In der kurzen Zeit seit der Ausgabe haben die Besitzer von EverGrow Coin über $30 Millionen binance-gestützter USD-Prämien erhalten – eine stabile, regulierte Währung, die 1-zu-1 vom USD gestützt wird.",0.5918027608269444,0.59375,3.240617970868755,0.5333333313465118
0.0,Das Projekt hat laut BSCScan derzeit 110.000 Inhaber.,Das Projekt hat derzeit laut BSCScan 110.000 Besitzer.,0.7803819444444444,0.875,2.817711112393167,0.625
0.0,"Mit ihrem revolutionären Vertrag wuchs EverGrow Coin schnell auf eine Marktkapitalisierung von über 1 Milliarde Dollar, aber dann löste ein großer Datenfehler bei CoinMarketCap nur wenige Wochen nach der Einführung Massenpanik unter den Investoren aus.","Mit seinem revolutionären Vertrag wuchs EverGrow Coin rasch auf über $1 Milliarde Marktkapitalisierung an, aber dann verursachte ein schwerwiegender Datenfehler in CoinMarketCap nur wenige Wochen nach der Ausgabe eine Massenpanik unter den Anlegern.",0.7061811991533958,0.6857143044471741,3.77264797402547,0.5454545319080353
0.0,"Bei einem so neuen Projekt kann es einige Zeit dauern, Vertrauen aufzubauen, und diese Panik wurde von einer Reihe von Artikeln ausgenutzt, die angeblich von Konkurrenten des Projekts bezahlt wurden, um mithilfe falscher Daten zu versuchen, EverGrow-Investoren von dem Projekt abzuziehen.","Bei einem so neuen Projekt kann es dauern, bis Vertrauen aufgebaut ist, und diese Panik wurde von einer Reihe von Artikeln ausgenutzt, von denen man munkelt, dass sie von Rivalen des Projekts bezahlt wurden, und in denen mit falschen Angaben versucht wurde, EverGrow-Anleger von dem Projekt abzuziehen.",0.5980300187617261,0.5899550318717957,3.3239795895715916,0.5531914830207825
0.0,Im Laufe des nächsten Monats blieben die Fehler unbeseitigt und die Bewertung von EverGrow sank auf unter 300 Millionen US-Dollar.,"Im Lauf des folgenden Monats wurden die Fehler nicht behoben, und die Bewertung von EverGrow sank auf unter $300 Millionen.",0.729223577976082,0.6499999761581421,3.236367188359672,0.5999999940395355
0.0,"Gestern hat CoinMarket Cap eine Warnung auf der Seite von EverGrow platziert und bestätigt, dass der Datenfehler behoben wurde.","Gestern platzierte CoinMarket Cap einen Hinweis auf die Seite von EverGrow's und bestätigte, dass der Datenfehler behoben wurde.",0.7750310945273633,0.6315789222717285,2.881285396591575,0.6111111044883728
0.0,Der Preis hat sich nun stabilisiert und Anzeichen für eine Rückkehr des Vertrauens zeigten einen Anstieg von 22% gegenüber den jüngsten Tiefstständen.,"Der Preis hat sich jetzt stabilisiert, und als Zeichen des zurückkehrenden Vertrauens war ein Anstieg um 22% seit den kürzlichen Tiefständen zu verzeichnen.",0.44375889890840053,0.43434685468673706,2.4782167759641336,0.3478260636329651
0.0,"EverGrow bleibt jedoch immer noch deutlich unter den Höchstständen, die vor diesem Fehler erreicht wurden.","EverGrow befindet sich aber noch weit unter den Höhen, die vor diesem Fehler erreicht wurden.",0.69281045751634,0.6666666865348816,2.885267887941417,0.6666666567325592
0.0,EverGrow unterscheidet sich stark von Shiba Inu.,EverGrow ist etwas ganz anderes als Shiba Inu.,0.4213483146067415,0.3715190887451172,1.4949166181761213,0.375
0.0,"Zusätzlich zu den offensichtlichen Vorteilen von USD-Belohnungen hat das Team hinter dem Projekt bereits eine SWAP-dApp auf seiner Website eingeführt, kürzlich die bevorstehende Veröffentlichung einer Krypto-Brieftasche bekannt gegeben, die verspricht, die Funktionen von Trust Wallet oder Safemoon Wallet zu übertreffen, und verfügt über eine ganze Reihe von Werkzeugen, von der Plattform zur Erstellung von Inhalten bis hin zu NFT Market Place & Lending, die darauf ausgelegt sind, Anlegern kontinuierlichen Wert zu bieten.","Zusätzlich zu den offensichtlichen Vorteilen der USD-Prämien hat das Team hinter dem Projekt bereits eine SWAP dApp auf seiner Website herausgegeben und die bevorstehende Freigabe einer Crypto Wallet angekündigt, die verspricht, die von Trust Wallet oder Safemoon Wallet angebotenen Funktionen zu übertreffen und eine ganze Suite von Dienstprogrammen zu umfassen, von einer Inhalterstellungsplattform bis zu NFT Market Plate & Lending, was den Anlegern fortlaufend neuen Wert bescheren soll.",0.6065248884026966,0.625,3.5250169062138945,0.4852941036224365
0.0,Ist EverGrow Coin der nächste Shiba Inu?,Ist EverGrow Coin das nächste Shiba Inu?,0.864795918367347,0.8571428656578064,2.625,0.8571428507566452
0.0,"Mit Shiba Inu, das wenig bis gar keinen Nutzen bietet und mit dem 66-fachen der EverGrow Coin bewertet wird, gibt es ein klares Argument dafür, dass ein innovatives und bahnbrechendes Projekt wie EverGrow von seiner derzeit niedrigen Marktkapitalisierung ein ernstes Aufwärtspotenzial sieht.","Wenn auch Shiba Inu, das wenig bis gar keinen Nutzen bietet, ca. 66 Mal so hoch wie EverGrow Coin bewertet ist, gibt es ein klares Argument dafür, bei einem so innovativen und bahnbrechenden Projekt wie EverGrow ernstzunehmende Vorteile ausgehend von seiner derzeit niedrigen Marktkapitalisierung zu sehen.",0.6038032945736435,0.5628111362457275,3.4962313572094885,0.52173912525177
0.0,"Wenn das Team die Krypto-Community weiterhin mit ihrer Innovation und Transparenz beeindruckt und die durch die CoinMarketCap-Fehler unter Investoren verbreitete Angst abschütteln kann, besteht eine gute Chance, dass EverGrow Coin eine der Top-Kryptos sein könnte, in die man 2022 investieren kann.","Wenn das Team die Krypto-Community weiterhin mit seiner Innovation und Transparenz beeindruckt und die Angst abschütteln kann, die unter den Anlegern von den CoinMarketCap-Fehlern geschürt wurde, besteht eine gute Chance, dass EverGrow Coin zu den wichtigsten Kryptowährungen für Anleger für 2022 werden könnte.",0.5861393491466333,0.6039547324180603,3.542367028592527,0.4883720874786377
-6.0,"Vielen Dank für Ihre Wartezeit, ich habe die Informationen in Ihrem Konto eingecheckt.","Vielen Dank, dass Sie gewartet haben, ich habe die Informationen in Ihrem Konto geprüft.",0.648120818575364,0.5698221921920776,2.743481445203137,0.5714285671710968
0.0,"Es tut mir wirklich leid, dass Sie dieses Problem mit Ihrem eBook haben, aber ich bin bereit, Ihnen zu helfen.","Es tut mir sehr Leid zu hören, dass Sie dieses Problem mit Ihrem eBook haben, aber ich helfe Ihnen gern.",0.7788010696597955,0.75,3.3093381337094265,0.5999999940395355
-3.0,"Ich teile mit ein paar Schritten, die Sie auf Ihrem Gerät ausführen müssen, okay?","Ich erkläre Ihnen einige Schritte, die Sie auf Ihrem Gerät ausführen müssen, ok?",0.743616287094548,0.5714285969734192,2.4705882352941178,0.5384615361690521
0.0,Ich bin in der Personalabteilung und habe in der Vergangenheit in der Gehaltsabrechnung gearbeitet.,Ich bin im Personalwesen tätig und habe früher in der Lohnabrechnung gearbeitet.,0.5681818181818182,0.5,1.973567849675249,0.4166666865348816
-6.0,"Wenn jemand zu mir kommt und mir sagt, dass er daran arbeitet, aus einer finanziell missbräuchlichen Beziehung herauszukommen, und sein Täter seine Gehaltsabrechnungen ansieht,","Wenn eine Person zu mir kommt und mir sagt, sie versuche, sich aus einer finanziell missbräuchlichen Beziehung zu befreien und der Missbraucher schaue sich die Gehaltsabrechnung an,",0.5033557046979866,0.47801917791366577,2.406759317931874,0.4444444179534912
-1.0,vielleicht können wir helfen!,können wir vielleicht helfen!,0.892,1.0,2.321928094887362,0.5
0.0,Je nach Unternehmen.,Je nach Unternehmen.,0.9921875,1.0,2.0,1.0
-6.1,"Ich musste nichts von dem Folgenden tun, aber ich musste die Mitarbeiter von unseren Verzeichnissen fernhalten und der Rezeption beibringen, so zu tun, als wüssten sie nicht, wer jemand war und wie man den Täter identifiziert, wenn er vorbeikommt.","Von dem Folgenden musste ich noch nichts tun, aber ich musste schon Mitarbeiter aus unseren Verzeichnissen heraushalten und am Empfang Anweisung geben, so zu tun, als kenne man jemanden nicht, und erklären, wie man einen Missbraucher identifiziert, wenn er vorbeikommt.",0.6002938034188035,0.5998060703277588,3.2123502712288503,0.42500001192092896
-8.1,"Ich könnte eine Vorkehrung treffen, Geld als Nachsteuerabzug abzuschöpfen, dem Abzug einen unpassenden Namen zu geben, der es wie eine Art obligatorischen Abzug aussehen lässt, und diesen Abzug dann separat an Sie ""überweisen"".","Ich könnte veranlassen, dass Geld als ein Abzug nach Steuern umgeleitet wird, dem Abzug einen unmöglichen Namen geben, damit es aussieht wie ein vorgeschriebener Abzug, und dann diesen Abzug getrennt an Sie „zurücksenden“.",0.5575,0.5454545617103577,2.710108654560235,0.3030303120613098
0.0,Ich müsste Sie natürlich eine Vereinbarung unterschreiben lassen.,Dafür müssen Sie natürlich eine Vereinbarung unterzeichnen.,0.5975308641975308,0.5,1.6666666666666667,0.4285714030265808
0.0,"Eine andere Sache, die ich vielleicht tun kann: ein falsches E-Mail-Gespräch mit Ihnen darüber führen, warum Ihre Gehaltsabrechnungen verloren gehen oder warum Ihr Passwort nicht funktioniert (nachdem Sie es geändert haben) und wie wir „versuchen, das herauszufinden, danke für Ihre Geduld!“","Was ich noch tun könnte, wäre eine vorgetäuschte E-Mail-Unterhaltung mit Ihnen, warum Ihre Lohnabrechnungen verschwinden oder warum Ihr Kennwort nicht funktioniert (nachdem Sie es geändert haben), und dass wir „versuchen, dem auf den Grund zu gehen, vielen Dank für Ihre Geduld!“",0.6433950742926928,0.4878048896789551,3.298625462030163,0.3414633870124817
-1.0,"Wir haben diese nicht, aber einige Arbeitgeber können einen Gehaltsscheck ganz oder teilweise auf ihre eigene Debitkarte ausstellen, ohne dass eine Bank erforderlich ist.","Wir machen das nicht, aber manche Arbeitgeber können den ganzen oder einen Teil des Lohns auf eine eigene Debitkarte einzahlen, ohne eine Bank.",0.5381944444444445,0.5,2.6743346477873136,0.30434781312942505
-2.0,Auch viele Arbeitgeber haben verschiedene nicht ausgelastete Unterstützungsdienste für Arbeitnehmer.,Und viele Arbeitgeber haben auch mehrere kaum genutzte Unterstützungsservices für Mitarbeiter.,0.4295051353874883,0.36193495988845825,1.5783343602604882,0.3636363744735718
0.0,"Diese können von Beratungshilfe, Rechtsschutz bis hin zu Rabatten und Gutscheinen reichen.",Das reicht von Beratungsservices oder Rechtsschutzversicherung bis zu Rabatten oder Coupons.,0.30491803278688523,0.3333333134651184,1.2803437502575559,0.1818181872367859
0.0,"Es lohnt sich, zu fragen, was sie haben, damit Sie alles nutzen können, was hilft.","Fragen lohnt sich, damit Sie alles nutzen können, was weiterhilft.",0.8596918085969182,0.5333333611488342,1.9352418449776003,0.30000001192092896
0.0,In manchen Fitnessstudios kannst du Schließfächer mieten.,Manche Fitnessstudios vermieten Schließfächer.,0.28301886792452824,0.1428571492433548,0.8707230355827609,-0.5
0.0,"Kein idealer Ort, um Dinge zu verstecken, da Diebstahl ein Risiko darstellt, aber es ist eine Option, die für einige funktionieren könnte.","Das ist nicht ideal, um Sachen zu verstecken, weil Diebstahlrisiko besteht, aber für manche wäre es eine Option.",0.4496790123456791,0.3636363744735718,1.9710267977822737,-0.05555558204650879
0.0,Zu Ihrer Information schicke ich Ihnen eine Abschrift unseres Gesprächs.,Zur Information sende ich Ihnen ein Transkript unseres Gesprächs.,0.6657910689028086,0.5,1.8119607790294703,0.4444444179534912
